Employee_ID,Age,Career_Stage,Skills,Training_Participation,Certifications,Performance_Metrics,Skill_Gaps
2633,40,Senior,5G,483,2,0.352469297,AI/ML
2634,52,Entry-Level,AI/ML,63,1,0.501520419,Cybersecurity
2635,30,Entry-Level,Leadership,265,3,0.306715804,5G
2636,26,Entry-Level,Cybersecurity,96,0,0.194708019,Cybersecurity
2637,36,Entry-Level,Leadership,478,2,0.413157073,AI/ML
2638,45,Senior,5G,598,4,0.774131592,5G
2639,29,Entry-Level,Cybersecurity,223,1,0.823330114,Leadership
2640,56,Senior,5G,366,4,0.124212486,AI/ML
2641,41,Senior,Cybersecurity,424,3,0.520114533,Cybersecurity
2642,42,Mid-Career,Cybersecurity,497,2,0.56469942,Leadership
2643,20,Senior,Leadership,441,4,0.554517313,AI/ML
2644,57,Entry-Level,Cybersecurity,223,2,0.120998372,5G
2645,58,Senior,5G,64,3,0.402455777,5G
2646,49,Senior,Leadership,72,0,0.92573827,Cybersecurity
2647,56,Senior,5G,203,2,0.110274584,5G
2648,31,Senior,Cybersecurity,290,0,0.128944318,AI/ML
2649,42,Entry-Level,Cybersecurity,115,2,0.366628167,Cybersecurity
2650,47,Entry-Level,AI/ML,470,2,0.553822112,5G
2651,36,Mid-Career,AI/ML,584,1,0.72226013,5G
2652,29,Mid-Career,5G,525,4,0.173265885,AI/ML
2653,42,Senior,5G,168,0,0.337224415,Leadership
2654,42,Entry-Level,AI/ML,548,4,0.017478099,Cybersecurity
2655,24,Senior,Cybersecurity,66,2,0.096456623,Cybersecurity
2656,34,Mid-Career,5G,414,0,0.413788472,Cybersecurity
2657,23,Entry-Level,5G,250,0,0.092576542,Cybersecurity
2658,41,Entry-Level,AI/ML,286,3,0.077329617,5G
2659,31,Senior,Leadership,530,0,0.493648526,AI/ML
2660,30,Senior,Cybersecurity,465,2,0.394103484,Leadership
2661,52,Mid-Career,Cybersecurity,591,1,0.265010497,Cybersecurity
2662,38,Mid-Career,Cybersecurity,291,2,0.020555974,Cybersecurity
2663,34,Entry-Level,5G,267,3,0.121170497,5G
2664,42,Entry-Level,5G,171,4,0.393459094,5G
2665,54,Entry-Level,Leadership,48,1,0.186432714,Leadership
2666,25,Mid-Career,AI/ML,140,0,0.576871881,AI/ML
2667,55,Senior,Leadership,397,4,0.392122423,Cybersecurity
2668,18,Senior,5G,193,3,0.8892297,5G
2669,34,Senior,AI/ML,247,4,0.172069041,Leadership
2670,47,Entry-Level,5G,239,2,0.795175939,Leadership
2671,23,Mid-Career,AI/ML,596,4,0.313106998,5G
2672,50,Entry-Level,AI/ML,247,2,0.186771576,5G
2673,44,Mid-Career,Cybersecurity,51,2,0.442649094,Cybersecurity
2674,47,Entry-Level,Cybersecurity,98,2,0.664102436,5G
2675,42,Mid-Career,Leadership,453,2,0.559136042,AI/ML
2676,37,Senior,Leadership,320,4,0.675036279,5G
2677,40,Senior,Cybersecurity,363,3,0.074574334,AI/ML
2678,24,Senior,Leadership,70,0,0.436772348,AI/ML
2679,32,Senior,Leadership,515,2,0.535456225,AI/ML
2680,41,Mid-Career,AI/ML,224,0,0.732694226,AI/ML
2681,58,Mid-Career,Cybersecurity,246,3,0.216587326,Leadership
2682,23,Entry-Level,5G,512,0,0.997566469,AI/ML
2683,47,Entry-Level,5G,558,2,0.401882349,Leadership
2684,18,Mid-Career,Leadership,94,0,0.76606802,AI/ML
2685,30,Entry-Level,5G,214,4,0.01822179,Leadership
2686,21,Mid-Career,Cybersecurity,150,3,0.915137034,AI/ML
2687,29,Senior,AI/ML,273,1,0.111603185,Cybersecurity
2688,48,Mid-Career,5G,298,4,0.082551435,5G
2689,28,Mid-Career,5G,131,3,0.718938541,Cybersecurity
2690,46,Mid-Career,Leadership,290,0,0.120385058,AI/ML
2691,55,Mid-Career,Cybersecurity,254,1,0.967928196,Cybersecurity
2692,55,Mid-Career,AI/ML,572,4,0.378924088,Cybersecurity
2693,33,Senior,5G,76,3,0.864452235,5G
2694,52,Mid-Career,Cybersecurity,318,0,0.043404903,5G
2695,20,Entry-Level,AI/ML,383,4,0.744968753,AI/ML
2696,18,Mid-Career,Leadership,286,3,0.09120115,AI/ML
2697,57,Mid-Career,5G,48,3,0.594175944,Leadership
2698,37,Entry-Level,5G,546,1,0.334455692,AI/ML
2699,23,Senior,Cybersecurity,63,0,0.989577169,5G
2700,21,Entry-Level,5G,2,4,0.289153476,5G
2701,57,Mid-Career,5G,66,1,0.710463264,AI/ML
2702,42,Mid-Career,Cybersecurity,18,4,0.661644733,Cybersecurity
2703,22,Entry-Level,Leadership,172,0,0.88780769,5G
2704,56,Entry-Level,AI/ML,548,3,0.526352834,Leadership
2705,45,Entry-Level,Leadership,247,3,0.373953421,Cybersecurity
2706,36,Entry-Level,5G,123,3,0.86756155,Leadership
2707,45,Senior,5G,244,4,0.356966261,Cybersecurity
2708,22,Entry-Level,5G,312,1,0.171858547,Cybersecurity
2709,35,Entry-Level,Cybersecurity,270,2,0.132752872,Leadership
2710,36,Entry-Level,Cybersecurity,403,2,0.259582429,Leadership
2711,43,Entry-Level,Leadership,338,3,0.32615562,AI/ML
2712,51,Mid-Career,5G,477,1,0.845074166,AI/ML
2713,44,Mid-Career,Leadership,339,4,0.788178528,Cybersecurity
2714,52,Senior,AI/ML,478,3,0.762430862,Leadership
2715,21,Entry-Level,AI/ML,410,2,0.223518317,AI/ML
2716,22,Mid-Career,AI/ML,83,3,0.933255235,Cybersecurity
2717,28,Senior,Leadership,599,3,0.092663726,Leadership
2718,25,Mid-Career,5G,180,4,0.862053519,5G
2719,36,Entry-Level,Leadership,326,3,0.715174529,5G
2720,55,Senior,5G,373,1,0.656651328,Cybersecurity
2721,19,Senior,Leadership,260,0,0.2780649,AI/ML
2722,30,Mid-Career,Cybersecurity,431,2,0.909617117,Cybersecurity
2723,47,Mid-Career,AI/ML,7,3,0.119710961,5G
2724,39,Senior,Leadership,566,4,0.76804634,AI/ML
2725,44,Mid-Career,Leadership,1,4,0.811092461,Leadership
2726,58,Senior,AI/ML,479,1,0.322607618,AI/ML
2727,34,Mid-Career,Cybersecurity,530,4,0.4390482,Leadership
2728,58,Entry-Level,Cybersecurity,380,3,0.803347621,Cybersecurity
2729,21,Senior,5G,34,2,0.320640751,Cybersecurity
2730,49,Mid-Career,AI/ML,123,3,0.263285506,Cybersecurity
2731,55,Senior,Cybersecurity,308,4,0.247118052,AI/ML
2732,49,Mid-Career,Leadership,55,2,0.611569703,5G
2733,45,Mid-Career,AI/ML,436,4,0.259454453,5G
2734,46,Senior,Leadership,90,3,0.815874048,Leadership
2735,29,Mid-Career,Leadership,473,0,0.135164325,Cybersecurity
2736,25,Entry-Level,Leadership,102,1,0.462171599,Cybersecurity
2737,27,Senior,Cybersecurity,278,0,0.869520615,5G
2738,49,Senior,Leadership,347,0,0.07489741,5G
2739,26,Senior,Cybersecurity,310,1,0.739274387,Leadership
2740,21,Entry-Level,AI/ML,62,2,0.38413087,Leadership
2741,35,Entry-Level,AI/ML,407,3,0.175490129,Leadership
2742,18,Mid-Career,5G,339,2,0.533455467,Cybersecurity
2743,42,Senior,AI/ML,580,4,0.881495269,5G
2744,36,Senior,AI/ML,344,0,0.016901146,Cybersecurity
2745,37,Senior,5G,563,2,0.798119253,AI/ML
2746,52,Senior,5G,573,2,0.278943845,AI/ML
2747,22,Mid-Career,AI/ML,46,0,0.845645007,Leadership
2748,40,Mid-Career,AI/ML,104,3,0.714025182,Leadership
2749,47,Entry-Level,Leadership,369,3,0.887892289,Cybersecurity
2750,39,Entry-Level,Leadership,188,3,0.998577746,Leadership
2751,45,Mid-Career,Cybersecurity,216,0,0.221563767,5G
2752,38,Entry-Level,Cybersecurity,547,0,0.055360311,AI/ML
2753,19,Entry-Level,Cybersecurity,481,0,0.602350616,AI/ML
2754,34,Senior,Cybersecurity,502,2,0.050423754,Cybersecurity
2755,20,Entry-Level,Cybersecurity,573,0,0.99270776,Leadership
2756,58,Entry-Level,5G,68,1,0.586245978,Leadership
2757,40,Entry-Level,Cybersecurity,124,3,0.667047732,5G
2758,45,Entry-Level,AI/ML,19,2,0.464653567,AI/ML
2759,57,Senior,5G,150,2,0.934031221,AI/ML
2760,59,Senior,Leadership,550,2,0.267592755,AI/ML
2761,42,Mid-Career,Leadership,461,1,0.963486009,5G
2762,31,Entry-Level,5G,8,0,0.684469155,Cybersecurity
2763,28,Mid-Career,AI/ML,536,3,0.642618104,AI/ML
2764,39,Entry-Level,Leadership,6,2,0.07061207,Cybersecurity
2765,31,Senior,AI/ML,362,4,0.451150941,Cybersecurity
2766,18,Mid-Career,Cybersecurity,323,1,0.932847018,Leadership
2767,46,Mid-Career,Leadership,31,0,0.159189629,5G
2768,29,Mid-Career,Cybersecurity,234,1,0.559595776,AI/ML
2769,21,Entry-Level,Cybersecurity,495,1,0.690029105,Cybersecurity
2770,38,Entry-Level,AI/ML,479,3,0.488052948,5G
2771,30,Entry-Level,5G,205,1,0.793618173,5G
2772,41,Senior,Leadership,440,4,0.95049444,AI/ML
2773,29,Mid-Career,AI/ML,243,0,0.935455854,5G
2774,55,Entry-Level,Cybersecurity,419,3,0.978158715,Cybersecurity
2775,41,Senior,AI/ML,109,1,0.516067412,Cybersecurity
2776,26,Senior,AI/ML,203,2,0.230946813,AI/ML
2777,49,Entry-Level,AI/ML,91,1,0.267961751,AI/ML
2778,20,Entry-Level,AI/ML,23,3,0.650578797,AI/ML
2779,20,Senior,5G,500,1,0.479114657,5G
2780,26,Entry-Level,Leadership,79,3,0.332527869,5G
2781,18,Mid-Career,AI/ML,291,2,0.554570533,AI/ML
2782,34,Entry-Level,AI/ML,412,2,0.384895652,5G
2783,51,Senior,AI/ML,548,4,0.111760265,Cybersecurity
2784,25,Entry-Level,5G,289,3,0.296905217,AI/ML
2785,59,Senior,Cybersecurity,18,0,0.076011132,5G
2786,20,Entry-Level,5G,266,1,0.349468818,Cybersecurity
2787,44,Mid-Career,Cybersecurity,394,3,0.431709772,Leadership
2788,39,Senior,Leadership,570,3,0.274138716,Cybersecurity
2789,37,Mid-Career,5G,239,1,0.683654461,Cybersecurity
2790,41,Mid-Career,AI/ML,472,1,0.856384336,AI/ML
2791,53,Entry-Level,AI/ML,177,1,0.426645336,5G
2792,33,Senior,5G,242,2,0.280302586,AI/ML
2793,21,Senior,5G,303,3,0.874402005,AI/ML
2794,39,Entry-Level,5G,75,1,0.419706891,AI/ML
2795,43,Senior,Cybersecurity,366,1,0.599541735,Cybersecurity
2796,19,Mid-Career,AI/ML,267,1,0.614425165,AI/ML
2797,32,Senior,Cybersecurity,553,2,0.640201939,5G
2798,18,Senior,Cybersecurity,51,2,0.585411741,Cybersecurity
2799,32,Senior,AI/ML,41,3,0.845822998,AI/ML
2800,56,Senior,AI/ML,136,3,0.094338581,5G
2801,20,Mid-Career,AI/ML,597,0,0.941721665,AI/ML
2802,49,Mid-Career,Leadership,439,0,0.227817947,Leadership
2803,45,Senior,AI/ML,79,2,0.736211698,Cybersecurity
2804,48,Mid-Career,5G,77,3,0.63969114,5G
2805,18,Entry-Level,Cybersecurity,152,3,0.502711177,Leadership
2806,51,Mid-Career,Leadership,363,3,0.416349724,5G
2807,31,Entry-Level,AI/ML,181,0,0.605641775,5G
2808,59,Entry-Level,5G,295,2,0.840072484,5G
2809,36,Senior,5G,34,4,0.572070457,Cybersecurity
2810,58,Entry-Level,AI/ML,297,3,0.748779158,AI/ML
2811,27,Entry-Level,5G,251,0,0.404179913,Leadership
2812,48,Senior,Cybersecurity,88,0,0.5144281,Cybersecurity
2813,24,Entry-Level,5G,5,2,0.669227081,AI/ML
2814,51,Mid-Career,5G,141,1,0.502887998,Leadership
2815,55,Senior,Leadership,367,2,0.607963884,5G
2816,21,Senior,Leadership,442,1,0.549460826,5G
2817,55,Senior,AI/ML,324,1,0.453659169,Cybersecurity
2818,37,Mid-Career,Cybersecurity,574,0,0.69354438,5G
2819,59,Mid-Career,AI/ML,393,1,0.596422136,AI/ML
2820,43,Entry-Level,Cybersecurity,56,3,0.000317087,Leadership
2821,44,Entry-Level,AI/ML,179,2,0.96133632,Cybersecurity
2822,19,Senior,5G,490,4,0.578872443,5G
2823,55,Entry-Level,5G,500,3,0.16618216,AI/ML
2824,53,Mid-Career,5G,435,0,0.250722613,AI/ML
2825,41,Mid-Career,Leadership,289,0,0.957214123,5G
2826,30,Senior,AI/ML,218,4,0.853550163,AI/ML
2827,26,Mid-Career,AI/ML,12,4,0.617222842,5G
2828,44,Mid-Career,AI/ML,325,4,0.106778174,Cybersecurity
2829,43,Senior,Cybersecurity,102,0,0.90066285,Leadership
2830,36,Senior,Leadership,164,2,0.050346929,Cybersecurity
2831,50,Entry-Level,Leadership,524,3,0.492908211,Leadership
2832,24,Entry-Level,Leadership,442,2,0.409781178,5G
2833,49,Senior,AI/ML,564,1,0.443362849,5G
2834,23,Entry-Level,Leadership,231,2,0.23716193,Leadership
2835,32,Senior,Cybersecurity,382,4,0.650030272,5G
2836,57,Entry-Level,AI/ML,434,0,0.771133543,Leadership
2837,18,Mid-Career,Cybersecurity,510,4,0.435077545,Leadership
2838,59,Senior,Leadership,237,3,0.450593759,Cybersecurity
2839,51,Mid-Career,AI/ML,420,3,0.730043555,Cybersecurity
2840,42,Senior,AI/ML,40,0,0.779178918,AI/ML
2841,31,Mid-Career,Cybersecurity,520,0,0.904110005,5G
2842,43,Mid-Career,Cybersecurity,332,4,0.501367357,Cybersecurity
2843,50,Entry-Level,AI/ML,438,3,0.933275506,AI/ML
2844,44,Senior,AI/ML,482,0,0.366396703,AI/ML
2845,19,Mid-Career,Leadership,426,2,0.379035411,AI/ML
2846,36,Mid-Career,Leadership,90,2,0.087038617,AI/ML
2847,53,Senior,Cybersecurity,76,2,0.164079893,5G
2848,38,Entry-Level,5G,358,3,0.455612739,Leadership
2849,18,Mid-Career,AI/ML,54,0,0.868963162,Cybersecurity
2850,56,Entry-Level,AI/ML,380,4,0.551025476,Leadership
2851,24,Entry-Level,AI/ML,356,0,0.412113786,AI/ML
2852,47,Senior,Cybersecurity,61,3,0.282378072,Cybersecurity
2853,31,Entry-Level,AI/ML,332,4,0.237894411,Cybersecurity
2854,28,Mid-Career,AI/ML,502,3,0.808778251,5G
2855,31,Mid-Career,5G,351,3,0.822762204,Cybersecurity
2856,40,Senior,AI/ML,584,2,0.379943528,5G
2857,36,Mid-Career,Leadership,61,4,0.909112193,AI/ML
2858,42,Entry-Level,Leadership,567,2,0.068801414,Cybersecurity
2859,40,Entry-Level,5G,5,2,0.177727524,Cybersecurity
2860,38,Entry-Level,Leadership,333,3,0.885985187,AI/ML
2861,22,Entry-Level,Cybersecurity,391,2,0.994401537,AI/ML
2862,51,Mid-Career,5G,238,4,0.409631726,Cybersecurity
2863,23,Senior,5G,3,1,0.63523968,5G
2864,42,Senior,Leadership,15,0,0.794545942,Cybersecurity
2865,39,Senior,Cybersecurity,322,3,0.260382549,Cybersecurity
2866,43,Senior,Leadership,490,3,0.385476963,Leadership
2867,59,Entry-Level,5G,159,2,0.318292355,Cybersecurity
2868,18,Senior,AI/ML,446,1,0.30854562,Cybersecurity
2869,40,Entry-Level,5G,72,3,0.408592785,AI/ML
2870,49,Senior,AI/ML,315,2,0.974532201,AI/ML
2871,35,Senior,Leadership,10,4,0.437515651,5G
2872,47,Entry-Level,5G,134,2,0.485154518,AI/ML
2873,57,Entry-Level,Cybersecurity,533,0,0.234875213,5G
2874,46,Entry-Level,Cybersecurity,65,3,0.597843265,AI/ML
2875,47,Entry-Level,Cybersecurity,383,0,0.895297686,Cybersecurity
2876,51,Mid-Career,Cybersecurity,357,3,0.706060472,Cybersecurity
2877,45,Mid-Career,AI/ML,345,1,0.989109551,AI/ML
2878,37,Entry-Level,Cybersecurity,90,3,0.897068926,AI/ML
2879,43,Entry-Level,5G,262,0,0.833523414,Leadership
2880,38,Mid-Career,Leadership,255,0,0.910866292,AI/ML
2881,43,Senior,Cybersecurity,151,1,0.616205191,Cybersecurity
2882,52,Entry-Level,Cybersecurity,562,1,0.427115462,Cybersecurity
2883,26,Senior,AI/ML,143,3,0.29354443,AI/ML
2884,59,Entry-Level,5G,392,2,0.109877263,Leadership
2885,28,Mid-Career,AI/ML,384,3,0.001658825,5G
2886,30,Entry-Level,Cybersecurity,504,4,0.459570337,Leadership
2887,25,Mid-Career,Cybersecurity,460,4,0.72406567,Cybersecurity
2888,56,Senior,Leadership,449,4,0.549423964,Leadership
2889,49,Entry-Level,Leadership,25,0,0.469827048,5G
2890,52,Entry-Level,5G,375,1,0.142734829,Leadership
2891,35,Senior,AI/ML,56,3,0.537632452,AI/ML
2892,30,Mid-Career,Leadership,40,2,0.855277129,Cybersecurity
2893,34,Senior,Cybersecurity,289,0,0.722227547,AI/ML
2894,41,Mid-Career,5G,531,0,0.814826193,AI/ML
2895,32,Mid-Career,AI/ML,16,0,0.295579934,AI/ML
2896,28,Entry-Level,5G,576,3,0.157705677,Cybersecurity
2897,54,Mid-Career,5G,202,3,0.470103575,AI/ML
2898,46,Mid-Career,5G,228,1,0.683988519,Leadership
2899,37,Entry-Level,Leadership,30,0,0.111794739,AI/ML
2900,27,Entry-Level,Cybersecurity,544,0,0.10581851,Cybersecurity
2901,28,Mid-Career,5G,243,3,0.553944407,Cybersecurity
2902,25,Senior,5G,50,4,0.925622403,Cybersecurity
2903,18,Senior,5G,518,2,0.919776162,5G
2904,41,Entry-Level,Leadership,411,4,0.958099705,Cybersecurity
2905,31,Entry-Level,5G,291,1,0.639127804,Cybersecurity
2906,50,Entry-Level,5G,448,2,0.578984086,AI/ML
2907,23,Entry-Level,Leadership,459,4,0.119639144,5G
2908,39,Senior,AI/ML,19,1,0.556600324,Leadership
2909,38,Senior,Cybersecurity,141,1,0.388830686,AI/ML
2910,38,Mid-Career,AI/ML,115,2,0.510299665,AI/ML
2911,48,Mid-Career,5G,447,4,0.225396482,Leadership
2912,33,Senior,Cybersecurity,374,3,0.063143184,AI/ML
2913,19,Mid-Career,Leadership,178,2,0.944003648,Leadership
2914,24,Senior,5G,182,3,0.551570685,Leadership
2915,47,Entry-Level,Leadership,43,1,0.362985451,Cybersecurity
2916,31,Mid-Career,AI/ML,219,3,0.337772055,Cybersecurity
2917,45,Senior,AI/ML,21,2,0.85077345,AI/ML
2918,31,Entry-Level,Cybersecurity,74,0,0.391140929,Cybersecurity
2919,58,Entry-Level,Cybersecurity,599,0,0.439977659,5G
2920,38,Mid-Career,AI/ML,592,1,0.556367776,Leadership
2921,53,Entry-Level,Cybersecurity,199,0,0.864808256,5G
2922,30,Entry-Level,5G,179,0,0.802734084,5G
2923,51,Senior,Cybersecurity,239,4,0.500758261,Leadership
2924,22,Entry-Level,AI/ML,499,0,0.919514717,Leadership
2925,19,Entry-Level,Cybersecurity,269,1,0.764433518,Cybersecurity
2926,42,Senior,Cybersecurity,204,1,0.171921827,Cybersecurity
2927,28,Mid-Career,5G,42,2,0.46651828,Cybersecurity
2928,51,Entry-Level,Leadership,201,3,0.850676611,5G
2929,42,Mid-Career,AI/ML,292,1,0.146529217,AI/ML
2930,48,Senior,Cybersecurity,98,3,0.104995606,Leadership
2931,22,Entry-Level,Cybersecurity,451,2,0.710660281,Cybersecurity
2932,47,Senior,Leadership,187,4,0.091614231,Leadership
2933,21,Mid-Career,AI/ML,312,1,0.010632137,Cybersecurity
2934,45,Entry-Level,Cybersecurity,542,2,0.917937014,Leadership
2935,41,Senior,Cybersecurity,521,0,0.52920892,AI/ML
2936,26,Senior,AI/ML,362,4,0.434786198,5G
2937,58,Mid-Career,Leadership,37,0,0.146312339,Leadership
2938,32,Senior,Cybersecurity,263,2,0.205932304,AI/ML
2939,24,Mid-Career,Leadership,119,3,0.940089306,Leadership
2940,42,Senior,AI/ML,276,1,0.5731353,AI/ML
2941,35,Mid-Career,5G,409,4,0.888992804,AI/ML
2942,39,Mid-Career,AI/ML,214,2,0.725245418,5G
2943,57,Entry-Level,5G,206,2,0.610929114,Cybersecurity
2944,31,Entry-Level,Leadership,97,2,0.749777518,Leadership
2945,48,Senior,AI/ML,310,3,0.378850108,AI/ML
2946,48,Mid-Career,Leadership,325,0,0.3397432,Leadership
2947,50,Entry-Level,AI/ML,287,1,0.465002788,5G
2948,29,Senior,Leadership,524,2,0.570255805,Cybersecurity
2949,46,Entry-Level,Leadership,90,0,0.024567953,Cybersecurity
2950,19,Senior,Leadership,548,2,0.344221234,Cybersecurity
2951,37,Mid-Career,5G,251,0,0.064265551,Cybersecurity
2952,49,Entry-Level,Cybersecurity,493,1,0.216653673,Cybersecurity
2953,35,Entry-Level,5G,389,1,0.57581801,AI/ML
2954,44,Mid-Career,Cybersecurity,201,0,0.205779778,Leadership
2955,49,Mid-Career,AI/ML,328,3,0.774963093,Cybersecurity
2956,25,Mid-Career,Leadership,139,4,0.822957588,Cybersecurity
2957,34,Senior,AI/ML,540,0,0.127216047,AI/ML
2958,56,Mid-Career,Leadership,499,2,0.073353412,AI/ML
2959,19,Senior,5G,381,4,0.865036953,Cybersecurity
2960,23,Senior,Leadership,131,3,0.651951934,Leadership
2961,42,Mid-Career,Leadership,589,4,0.057419346,AI/ML
2962,28,Mid-Career,Leadership,308,4,0.517946926,Leadership
2963,50,Entry-Level,AI/ML,575,1,0.78932659,Leadership
2964,28,Entry-Level,AI/ML,338,4,0.956010809,Leadership
2965,21,Senior,Leadership,117,4,0.595963455,Leadership
2966,23,Entry-Level,AI/ML,292,3,0.21381379,Cybersecurity
2967,30,Senior,Leadership,431,2,0.167018069,Cybersecurity
2968,36,Senior,Cybersecurity,454,1,0.274329555,Leadership
2969,29,Mid-Career,Leadership,411,3,0.428459974,Cybersecurity
2970,58,Senior,AI/ML,248,3,0.743191007,Leadership
2971,55,Mid-Career,Cybersecurity,595,4,0.314578514,Cybersecurity
2972,24,Senior,AI/ML,248,4,0.42854707,5G
2973,28,Entry-Level,5G,378,1,0.559453801,5G
2974,39,Senior,Cybersecurity,360,2,0.413541008,Leadership
2975,33,Entry-Level,5G,212,3,0.85450271,AI/ML
2976,29,Mid-Career,5G,457,2,0.466496335,5G
2977,42,Senior,AI/ML,82,1,0.70501328,AI/ML
2978,32,Senior,5G,79,1,0.992017734,5G
2979,20,Mid-Career,5G,305,0,0.587532367,5G
2980,56,Senior,Leadership,174,0,0.111942032,AI/ML
2981,53,Entry-Level,AI/ML,353,2,0.832208552,Cybersecurity
2982,43,Mid-Career,Cybersecurity,436,1,0.620177102,Cybersecurity
2983,38,Senior,AI/ML,312,2,0.202972987,Leadership
2984,24,Mid-Career,Cybersecurity,530,3,0.94398366,AI/ML
2985,46,Mid-Career,AI/ML,416,0,0.009995498,5G
2986,45,Senior,5G,548,2,0.612674792,Cybersecurity
2987,42,Senior,5G,597,4,0.874964793,Leadership
2988,43,Mid-Career,5G,126,1,0.207323725,AI/ML
2989,44,Senior,Cybersecurity,258,2,0.575733913,AI/ML
2990,49,Entry-Level,5G,369,4,0.09354459,Leadership
2991,26,Mid-Career,5G,518,4,0.902047999,Cybersecurity
2992,29,Entry-Level,AI/ML,481,2,0.786376014,Cybersecurity
2993,28,Senior,5G,441,1,0.697135336,Leadership
2994,27,Mid-Career,AI/ML,20,3,0.367216984,Leadership
2995,47,Senior,AI/ML,260,2,0.81445175,Leadership
2996,41,Mid-Career,5G,170,2,0.956805464,Cybersecurity
2997,51,Senior,AI/ML,365,2,0.334522397,AI/ML
2998,44,Entry-Level,Cybersecurity,69,1,0.103662439,5G
2999,45,Mid-Career,Cybersecurity,247,0,0.305715907,Cybersecurity
3000,55,Senior,Cybersecurity,219,3,0.98739978,AI/ML
3001,25,Entry-Level,AI/ML,103,3,0.391142021,Leadership
3002,55,Senior,Cybersecurity,160,1,0.810544592,Cybersecurity
3003,27,Entry-Level,5G,62,2,0.478775926,Cybersecurity
3004,49,Senior,Leadership,502,0,0.772329043,5G
3005,55,Entry-Level,Cybersecurity,569,3,0.546301438,Leadership
3006,47,Entry-Level,5G,84,0,0.853461141,Leadership
3007,35,Entry-Level,Leadership,102,3,0.542007046,5G
3008,41,Mid-Career,AI/ML,194,0,0.644215243,Leadership
3009,30,Mid-Career,Cybersecurity,61,2,0.077645953,Cybersecurity
3010,39,Mid-Career,Leadership,151,3,0.780709558,Leadership
3011,39,Senior,AI/ML,566,3,0.514440058,AI/ML
3012,38,Mid-Career,Cybersecurity,329,0,0.692254354,Cybersecurity
3013,55,Entry-Level,AI/ML,180,0,0.840101742,Leadership
3014,37,Entry-Level,AI/ML,114,3,0.072170974,AI/ML
3015,22,Mid-Career,5G,385,3,0.638146341,AI/ML
3016,29,Entry-Level,Cybersecurity,510,2,0.618058432,5G
3017,53,Entry-Level,5G,397,0,0.679165871,Leadership
3018,54,Mid-Career,Leadership,571,0,0.792115519,Cybersecurity
3019,50,Senior,AI/ML,23,4,0.011820172,Leadership
3020,33,Senior,5G,247,0,0.036694976,5G
3021,30,Senior,5G,108,4,0.009544821,Leadership
3022,30,Mid-Career,AI/ML,343,2,0.651592336,AI/ML
3023,58,Senior,5G,271,1,0.539104621,5G
3024,59,Senior,Cybersecurity,483,2,0.692457783,5G
3025,39,Senior,AI/ML,579,0,0.036856231,Leadership
3026,44,Mid-Career,5G,261,0,0.430420955,AI/ML
3027,47,Entry-Level,Leadership,252,4,0.606529618,5G
3028,33,Entry-Level,AI/ML,498,1,0.411448718,5G
3029,59,Mid-Career,AI/ML,397,4,0.500864462,5G
3030,52,Senior,5G,564,3,0.732344887,Leadership
3031,54,Senior,Cybersecurity,567,1,0.048385688,5G
3032,31,Senior,Leadership,90,3,0.306828855,5G
3033,18,Mid-Career,AI/ML,364,4,0.765370811,AI/ML
3034,37,Entry-Level,Leadership,577,4,0.225104808,5G
3035,33,Senior,5G,189,4,0.350028454,5G
3036,20,Senior,Leadership,66,3,0.046087011,Leadership
3037,54,Mid-Career,AI/ML,323,0,0.984780339,5G
3038,58,Entry-Level,Cybersecurity,33,3,0.407669959,Leadership
3039,37,Mid-Career,Leadership,597,2,0.727287197,Cybersecurity
3040,20,Mid-Career,Leadership,446,3,0.472453889,Leadership
3041,43,Senior,Cybersecurity,540,0,0.735968556,5G
3042,25,Mid-Career,AI/ML,182,0,0.04209115,5G
3043,18,Entry-Level,AI/ML,289,2,0.521464741,Leadership
3044,43,Senior,Leadership,268,3,0.932798034,Cybersecurity
3045,29,Senior,AI/ML,464,0,0.668742333,AI/ML
3046,25,Mid-Career,5G,42,1,0.863402306,Leadership
3047,46,Mid-Career,5G,300,4,0.070269138,Cybersecurity
3048,49,Entry-Level,AI/ML,279,4,0.916115533,Cybersecurity
3049,23,Entry-Level,Cybersecurity,29,4,0.612907995,AI/ML
3050,54,Entry-Level,Cybersecurity,29,1,0.651326759,Leadership
3051,41,Senior,Leadership,39,3,0.855280958,AI/ML
3052,24,Entry-Level,5G,339,2,0.154338931,Cybersecurity
3053,58,Mid-Career,5G,5,2,0.160599578,Leadership
3054,45,Entry-Level,AI/ML,300,3,0.960868153,Cybersecurity
3055,57,Entry-Level,Cybersecurity,270,0,0.05977672,Cybersecurity
3056,20,Senior,Cybersecurity,156,2,0.927550028,5G
3057,52,Mid-Career,AI/ML,53,1,0.162431136,5G
3058,51,Entry-Level,Leadership,425,4,0.400313946,AI/ML
3059,47,Entry-Level,5G,442,1,0.918380206,Leadership
3060,32,Senior,Cybersecurity,121,2,0.865788815,Cybersecurity
3061,59,Entry-Level,Leadership,15,0,0.03490108,5G
3062,51,Mid-Career,Leadership,460,0,0.862042447,AI/ML
3063,29,Senior,5G,379,3,0.644287543,5G
3064,20,Senior,Leadership,433,2,0.164711133,Cybersecurity
3065,43,Senior,AI/ML,398,2,0.068356501,5G
3066,31,Senior,Cybersecurity,558,0,0.162529901,Cybersecurity
